size_sqmeters,decorated,no_rooms,price,type_of_building,market,district,floor_no,line_distance,price_per_sqmet
51,Unknown,3,460 000,BLOK,wtórny,Bielany,1,5.7587738084,9019.6078431
66,Nie,3,650 000,APARTAMENTOWIEC,pierwotny,Wola,0,3.3592084269,9848.4848485
66,Nie,3,629 000,KAMIENICA,wtórny,Wola,5,2.2402073935,9530.3030303
92,Tak,3,1 528 065,BLOK,wtórny,Mokotów,1,3.1564570611,16609.402174
48,Unknown,3,385 600,OTHER,wtórny,,2,10.271483228,8033.3333333
56,Nie,3,675 000,BLOK,wtórny,Śródmieście,5,1.4706875867,12053.571429
52,Nie,3,368 000,BLOK,pierwotny,Białołęka,1,12.931308389,7076.9230769
52,Tak,5,560 000,BLOK,wtórny,Mokotów,4,4.1799880262,10769.230769
130,Nie,5,1 499 000,APARTAMENTOWIEC,wtórny,Mokotów,3,4.1814260306,11530.769231
50,Tak,2,840 000,APARTAMENTOWIEC,wtórny,Wola,7,2.5612005595,16800
50,Unknown,2,437 000,BLOK,wtórny,Ursynów,4,10.518158286,8740
105,Unknown,4,1 099 000,APARTAMENTOWIEC,wtórny,Żoliborz,10,4.1085390464,10466.666667
26,Unknown,1,340 000,BLOK,wtórny,Ochota,3,3.5416362203,13076.923077
55,Unknown,3,390 713,BLOK,pierwotny,Rembertów,,12.419230121,7103.8727273
49,Tak,2,724 000,KAMIENICA,wtórny,Wola,2,1.98855102,14775.510204
56,Nie,2,429 000,BLOK,wtórny,Praga_Południe,1,5.3741884806,7660.7142857
56,Nie,3,790 000,BLOK,wtórny,Śródmieście,1,2.256996125,14107.142857
37,Tak,1,520 000,KAMIENICA,wtórny,Praga_Północ,3,2.5749758058,14054.054054
108,Unknown,4,1 550 000,APARTAMENTOWIEC,wtórny,Śródmieście,1,2.9064563195,14351.851852
98,Tak,2,1 488 000,KAMIENICA,wtórny,Śródmieście,2,0.5922032249,15183.673469
61,Tak,3,370 000,BLOK,pierwotny,Rembertów,4,11.718565854,6065.5737705
73,Unknown,4,440 000,BLOK,wtórny,Białołęka,3,9.7054751214,6027.3972603
49,Tak,3,525 000,BLOK,wtórny,Praga_Północ,3,4.0479804571,10714.285714
53,Tak,2,468 000,BLOK,wtórny,Bemowo,6,6.5100488058,8830.1886792
53,Tak,3,637 000,APARTAMENTOWIEC,wtórny,Wola,7,7.0824334627,12018.867925
57,Unknown,3,520 000,BLOK,wtórny,Bielany,4,5.8685730279,9122.8070175
50,Unknown,2,483 000,OTHER,wtórny,Bielany,,7.1672589851,9660
68,Unknown,3,575 000,BLOK,wtórny,Ursynów,0,9.9053763419,8455.8823529
36,Tak,2,310 000,BLOK,wtórny,Wawer,0,8.9267463498,8611.1111111
55,Tak,3,429 000,OTHER,wtórny,Praga_Południe,0,7.1211563901,7800
55,Tak,3,639 000,OTHER,wtórny,Ursynów,2,10.141717375,11618.181818
41,Tak,2,420 000,APARTAMENTOWIEC,wtórny,Praga_Północ,2,4.3822439092,10243.902439
57,Tak,3,499 000,BLOK,wtórny,Praga_Północ,3,4.1347303938,8754.3859649
75,Tak,2,1 250 000,KAMIENICA,wtórny,Śródmieście,3,2.9841446958,16666.666667
59,Tak,3,495 000,BLOK,wtórny,Białołęka,0,11.304637455,8389.8305085
49,Tak,3,449 000,BLOK,wtórny,Praga_Południe,0,4.6407056453,9163.2653061
48,Unknown,3,533 000,BLOK,wtórny,Bielany,3,7.6738312278,11104.166667
31,Tak,2,348 000,BLOK,wtórny,Mokotów,10,7.283936795,11225.806452
63,Unknown,3,565 000,BLOK,wtórny,Ursynów,5,8.5255335834,8968.2539683
56,Tak,2,700 000,APARTAMENTOWIEC,wtórny,Mokotów,7,5.1046599342,12500
18,Unknown,1,299 000,KAMIENICA,wtórny,Mokotów,2,3.536452132,16611.111111
62,Tak,3,523 000,BLOK,wtórny,Mokotów,11,6.0818102681,8435.483871
48,Unknown,2,792 000,BLOK,wtórny,Wola,6,1.0200801197,16500
56,Unknown,3,570 000,OTHER,wtórny,Mokotów,4,6.3350305377,10178.571429
69,Tak,3,759 000,APARTAMENTOWIEC,wtórny,Wilanów,1,0.5043869859,11000
41,Nie,2,370 000,APARTAMENTOWIEC,pierwotny,Ursus,6,8.9980627798,9024.3902439
40,Tak,2,470 000,BLOK,wtórny,Bemowo,2,8.1605051757,11750
30,Tak,1,420 000,KAMIENICA,wtórny,Mokotów,2,3.0759002896,14000
39,Unknown,2,409 000,BLOK,wtórny,Wola,5,3.4916781705,10487.179487
37,Tak,2,375 000,BLOK,wtórny,Włochy,8,5.0551559772,10135.135135
64,Tak,4,595 000,BLOK,wtórny,Bemowo,5,7.2044087058,9296.875
47,Nie,3,310 000,BLOK,wtórny,Ursus,4,10.081860251,6595.7446809
56,Tak,2,398 000,BLOK,wtórny,Białołęka,3,10.074561394,7107.1428571
37,Unknown,2,409 200,BLOK,wtórny,Mokotów,5,2.4070679687,11059.459459
113,Unknown,5,1 380 000,APARTAMENTOWIEC,wtórny,Wilanów,4,11.223826273,12212.389381
31,Tak,2,450 000,KAMIENICA,wtórny,Mokotów,3,3.8706766492,14516.129032
74,Unknown,3,935 000,OTHER,wtórny,Praga_Południe,5,5.5588817133,12635.135135
70,Tak,1,554 000,BLOK,wtórny,Włochy,4,7.5733812155,7914.2857143
47,Unknown,2,532 000,APARTAMENTOWIEC,wtórny,Wola,3,4.4142797298,11319.148936
36,Tak,2,410 000,BLOK,wtórny,Mokotów,11,4.7067073862,11388.888889
50,Tak,2,320 000,OTHER,wtórny,Białołęka,1,9.9679532437,6400
49,Nie,2,499 000,BLOK,wtórny,Wola,0,2.1671662898,10183.673469
66,Unknown,3,667 000,BLOK,wtórny,Bielany,1,9.2702670636,10106.060606
65,Unknown,4,545 000,BLOK,wtórny,Bielany,3,5.5942246699,8384.6153846
38,Tak,2,395 000,BLOK,wtórny,Praga_Południe,4,6.9083357291,10394.736842
95,Tak,4,795 000,OTHER,wtórny,Wawer,,12.561072918,8368.4210526
51,Unknown,2,530 000,OTHER,wtórny,Żoliborz,10,4.6539398101,10392.156863
63,Unknown,3,449 000,OTHER,wtórny,Praga_Południe,7,5.5588817133,7126.984127
48,Tak,2,650 000,APARTAMENTOWIEC,wtórny,Ursynów,3,11.577078882,13541.666667
37,Tak,1,495 000,BLOK,wtórny,Bemowo,5,7.1561060555,13378.378378
53,Nie,3,298 032,BLOK,pierwotny,Białołęka,1,11.29542377,5623.245283
93,Unknown,3,1 199 000,OTHER,wtórny,Mokotów,1,4.9592520724,12892.473118
32,Tak,1,300 000,BLOK,wtórny,Białołęka,1,11.90913589,9375
69,Tak,3,525 000,BLOK,wtórny,Ursynów,2,7.2319661346,7608.6956522
37,Tak,2,399 600,BLOK,wtórny,Bielany,0,8.5187938579,10800
47,Unknown,3,455 000,BLOK,wtórny,Bielany,4,5.7043850271,9680.8510638
28,Tak,1,420 000,KAMIENICA,wtórny,Żoliborz,5,4.6446895798,15000
36,Nie,2,405 000,BLOK,wtórny,Mokotów,7,2.8843168343,11250
48,Tak,3,459 000,BLOK,wtórny,Mokotów,3,4.1672426141,9562.5
38,Nie,1,439 000,KAMIENICA,wtórny,Mokotów,0,3.8875217803,11552.631579
36,Unknown,1,475 000,KAMIENICA,wtórny,Śródmieście,3,2.4379156933,13194.444444
55,Tak,2,535 000,BLOK,wtórny,Ochota,2,4.7281163823,9727.2727273
59,Nie,3,783 000,APARTAMENTOWIEC,pierwotny,Ochota,1,4.5349518175,13271.186441
106,Unknown,5,859 000,BLOK,wtórny,Wola,2,4.5368514468,8103.7735849
48,Nie,3,439 000,BLOK,wtórny,Bielany,3,8.1704770166,9145.8333333
42,Nie,2,430 000,OTHER,wtórny,Ursynów,2,10.765519128,10238.095238
110,Tak,3,1 764 800,KAMIENICA,wtórny,Śródmieście,1,1.2723632339,16043.636364
69,Tak,3,765 000,APARTAMENTOWIEC,wtórny,Mokotów,8,5.498604958,11086.956522
46,Tak,2,365 000,BLOK,wtórny,Praga_Południe,4,5.5588817133,7934.7826087
84,Nie,3,899 000,KAMIENICA,wtórny,Mokotów,2,2.9506455022,10702.380952
28,Nie,2,229 000,BLOK,pierwotny,Białołęka,3,12.987134322,8178.5714286
93,Tak,3,1 297 000,APARTAMENTOWIEC,wtórny,Bielany,4,8.5187938579,13946.236559
39,Unknown,1,550 000,BLOK,wtórny,Śródmieście,5,1.1399076893,14102.564103
91,Tak,4,1 599 000,APARTAMENTOWIEC,wtórny,Mokotów,1,3.8296819096,17571.428571
48,Nie,2,310 000,BLOK,pierwotny,Białołęka,,12.977606361,6458.3333333
55,Tak,2,465 000,BLOK,wtórny,Praga_Południe,1,5.4595847223,8454.5454545
39,Tak,2,380 000,BLOK,wtórny,Mokotów,2,4.1799880262,9743.5897436
64,Nie,3,540 000,APARTAMENTOWIEC,pierwotny,Mokotów,2,7.6947787203,8437.5
50,Tak,2,485 000,BLOK,wtórny,Wilanów,8,11.223826273,9700
31,Tak,2,399 000,BLOK,wtórny,Mokotów,7,5.6736316998,12870.967742
34,Tak,2,525 000,KAMIENICA,wtórny,Ochota,3,2.8465441644,15441.176471
42,Tak,3,475 000,BLOK,wtórny,Bielany,10,5.7043850271,11309.52381
56,Tak,2,619 000,BLOK,wtórny,Ochota,2,4.7281163823,11053.571429
38,Tak,2,375 000,OTHER,wtórny,Wola,1,4.5790628808,9868.4210526
39,Tak,2,488 000,BLOK,wtórny,Śródmieście,4,1.0203187983,12512.820513
122,Tak,3,793 000,KAMIENICA,wtórny,Włochy,4,6.3258235245,6500
59,Tak,2,1 200 000,KAMIENICA,wtórny,Śródmieście,2,1.081266849,20338.983051
27,Tak,1,323 000,OTHER,wtórny,Wola,2,3.4537811378,11962.962963
44,Tak,3,477 000,BLOK,wtórny,Ochota,4,3.3673352988,10840.909091
51,Tak,2,579 000,APARTAMENTOWIEC,wtórny,Wesoła,11,7.468294666,11352.941176
64,Unknown,2,659 000,OTHER,wtórny,Wilanów,2,11.223826273,10296.875
47,Nie,2,540 500,APARTAMENTOWIEC,pierwotny,Praga_Południe,7,5.5588817133,11500
72,Nie,4,750 000,APARTAMENTOWIEC,wtórny,Mokotów,7,6.2071584974,10416.666667
54,Tak,2,415 000,BLOK,wtórny,Białołęka,4,10.243227864,7685.1851852
30,Tak,1,449 000,BLOK,wtórny,Śródmieście,10,1.973074869,14966.666667
42,Tak,2,429 000,BLOK,wtórny,Targówek,0,7.5001828559,10214.285714
65,Nie,3,549 618,APARTAMENTOWIEC,pierwotny,Białołęka,3,11.600133149,8455.6615385
58,Tak,3,610 000,APARTAMENTOWIEC,wtórny,Wilanów,1,8.9669680053,10517.241379
206,Tak,5,5 978 921,KAMIENICA,wtórny,Śródmieście,5,1.081266849,29023.889806
43,Nie,2,350 000,BLOK,wtórny,Praga_Południe,4,6.8411209926,8139.5348837
116,Tak,5,649 000,OTHER,wtórny,,2,0.5043869859,5594.8275862
66,Tak,2,490 000,APARTAMENTOWIEC,wtórny,Białołęka,1,10.103190993,7424.2424242
30,Unknown,2,369 000,APARTAMENTOWIEC,pierwotny,Wola,6,4.5368514468,12300
62,Tak,4,709 000,BLOK,wtórny,Ursynów,0,8.4053499679,11435.483871
68,Tak,3,734 000,APARTAMENTOWIEC,wtórny,Bemowo,1,6.627110232,10794.117647
75,Tak,3,695 000,BLOK,wtórny,Bemowo,3,6.4473837149,9266.6666667
45,Nie,2,677 000,APARTAMENTOWIEC,pierwotny,Wola,11,3.3623643817,15044.444444
47,Tak,2,439 000,KAMIENICA,wtórny,Praga_Południe,4,5.6806751345,9340.4255319
42,Unknown,2,360 000,KAMIENICA,wtórny,Bielany,0,10.171461241,8571.4285714
40,Unknown,2,280 000,BLOK,pierwotny,Białołęka,,12.93034353,7000
52,Unknown,3,360 000,BLOK,pierwotny,Białołęka,1,12.936141545,6923.0769231
84,Unknown,4,720 000,BLOK,wtórny,Bielany,1,5.7043850271,8571.4285714
90,Unknown,4,590 000,BLOK,wtórny,Białołęka,0,12.40351109,6555.5555556
84,Tak,3,1 310 000,OTHER,wtórny,Mokotów,1,3.1436822209,15595.238095
100,Unknown,4,799 999,BLOK,wtórny,Praga_Południe,1,5.558911713,7999.99
129,Tak,5,1 099 000,KAMIENICA,wtórny,Śródmieście,3,1.0382284298,8519.379845
71,Unknown,3,560 000,BLOK,wtórny,Białołęka,1,10.71635578,7887.3239437
37,Tak,2,360 000,BLOK,wtórny,Bielany,0,8.0057381082,9729.7297297
54,Unknown,2,479 000,BLOK,wtórny,Ursynów,1,9.5318606677,8870.3703704
26,Nie,1,317 000,BLOK,wtórny,Śródmieście,1,1.970588846,12192.307692
46,Tak,2,466 000,BLOK,wtórny,Wola,3,3.2090392067,10130.434783
32,Tak,1,499 000,KAMIENICA,wtórny,Śródmieście,7,2.1660895837,15593.75
62,Tak,3,479 000,BLOK,wtórny,Praga_Południe,11,6.8182858329,7725.8064516
40,Tak,3,699 000,KAMIENICA,wtórny,Śródmieście,6,5.5256209273,17475
68,Tak,3,487 000,BLOK,wtórny,Białołęka,0,10.419957459,7161.7647059
50,Nie,2,390 000,KAMIENICA,wtórny,Praga_Południe,0,6.9173378176,7800
41,Tak,3,489 843,BLOK,wtórny,Mokotów,3,6.8114066575,11947.390244
93,Tak,3,999 900,APARTAMENTOWIEC,wtórny,Wilanów,2,10.382752208,10751.612903
40,Unknown,2,569 000,OTHER,wtórny,Śródmieście,5,1.0203187983,14225
35,Tak,2,529 000,KAMIENICA,wtórny,Żoliborz,2,4.445001974,15114.285714
48,Tak,3,534 000,BLOK,wtórny,Bielany,3,7.8373860912,11125
66,Nie,3,731 500,APARTAMENTOWIEC,pierwotny,Mokotów,5,6.6312214495,11083.333333
53,Unknown,2,649 000,APARTAMENTOWIEC,wtórny,Wilanów,0,9.2831556232,12245.283019
66,Unknown,4,598 320,BLOK,pierwotny,Białołęka,1,10.139311248,9065.4545455
47,Tak,2,449 000,BLOK,wtórny,Praga_Północ,0,3.5116291757,9553.1914894
70,Tak,3,620 000,OTHER,wtórny,Wawer,0,8.9134025715,8857.1428571
32,Tak,2,499 000,KAMIENICA,wtórny,Śródmieście,8,2.0807637191,15593.75
84,Tak,4,819 000,BLOK,wtórny,Wola,1,2.9859009955,9750
38,Unknown,2,362 000,KAMIENICA,wtórny,Ochota,0,3.1137455454,9526.3157895
49,Unknown,3,465 000,KAMIENICA,wtórny,Praga_Południe,2,5.2500534523,9489.7959184
65,Tak,2,1 850 000,APARTAMENTOWIEC,wtórny,Śródmieście,4,1.8366392736,28461.538462
69,Tak,3,1 242 000,APARTAMENTOWIEC,wtórny,Praga_Południe,3,5.963711429,18000
23,Nie,1,409 000,KAMIENICA,wtórny,Śródmieście,3,0.4973229167,17782.608696
60,Unknown,3,675 000,BLOK,wtórny,Ochota,2,4.7999179691,11250
70,Tak,3,898 000,APARTAMENTOWIEC,wtórny,Ursynów,1,11.732846498,12828.571429
75,Tak,3,690 000,BLOK,wtórny,Bielany,9,7.8507519089,9200
26,Nie,2,379 000,BLOK,wtórny,Wola,11,1.0853526686,14576.923077
72,Tak,3,828 000,APARTAMENTOWIEC,wtórny,Wilanów,1,9.4270809372,11500
57,Tak,3,599 000,BLOK,wtórny,Bielany,10,7.5625175452,10508.77193
40,Tak,2,568 000,BLOK,wtórny,,9,0.5043869859,14200
47,Tak,2,549 000,BLOK,wtórny,Mokotów,1,4.9347933487,11680.851064
105,Tak,4,1 050 000,APARTAMENTOWIEC,wtórny,Wola,4,4.7736502939,10000
48,Tak,2,398 000,APARTAMENTOWIEC,wtórny,Białołęka,1,12.428857213,8291.6666667
48,Tak,3,509 000,BLOK,wtórny,Wola,2,1.8898853826,10604.166667
44,Nie,3,429 000,BLOK,wtórny,Wola,3,4.7489057813,9750
36,Tak,2,505 000,BLOK,wtórny,Wola,5,1.2776946109,14027.777778
100,Tak,4,1 199 000,APARTAMENTOWIEC,wtórny,Praga_Południe,8,5.5588817133,11990
50,Nie,3,393 880,APARTAMENTOWIEC,pierwotny,Ursus,5,8.9980627798,7877.6
70,Tak,3,900 000,BLOK,wtórny,Żoliborz,1,4.3652227993,12857.142857
69,Tak,3,585 000,BLOK,wtórny,Białołęka,0,9.5316421337,8478.2608696
48,Tak,3,569 000,APARTAMENTOWIEC,wtórny,Wola,10,3.2090392067,11854.166667
80,Tak,3,1 115 000,APARTAMENTOWIEC,wtórny,Żoliborz,6,3.588414738,13937.5
110,Unknown,4,1 510 000,APARTAMENTOWIEC,wtórny,Żoliborz,7,5.6490823568,13727.272727
71,Tak,3,585 000,BLOK,wtórny,Ursus,3,8.6830362083,8239.4366197
41,Tak,2,400 000,KAMIENICA,pierwotny,Bemowo,0,5.5919926064,9756.097561
47,Nie,3,496 000,BLOK,wtórny,Włochy,1,5.1422641864,10553.191489
90,Unknown,3,1 250 000,APARTAMENTOWIEC,wtórny,Wilanów,3,8.302199891,13888.888889
47,Tak,2,497 000,KAMIENICA,wtórny,Praga_Południe,2,6.5309556237,10574.468085
47,Nie,3,459 900,BLOK,wtórny,Praga_Północ,2,4.034530125,9785.106383
76,Tak,3,595 000,BLOK,wtórny,,0,0.5043869859,7828.9473684
45,Tak,2,575 000,BLOK,wtórny,Mokotów,3,7.3581518588,12777.777778
38,Tak,2,385 000,BLOK,wtórny,Mokotów,4,4.6786271307,10131.578947
35,Tak,2,385 000,BLOK,wtórny,Bielany,2,5.7845335316,11000
37,Tak,2,420 000,BLOK,wtórny,Mokotów,3,4.7934072786,11351.351351
74,Nie,4,719 000,BLOK,pierwotny,Mokotów,5,6.7157943536,9716.2162162
47,Unknown,3,428 000,BLOK,wtórny,Wola,0,2.431117578,9106.3829787
60,Tak,3,949 000,KAMIENICA,wtórny,Śródmieście,4,1.3920770833,15816.666667
38,Unknown,2,559 000,APARTAMENTOWIEC,wtórny,Wola,2,3.2090392067,14710.526316
75,Tak,4,685 000,BLOK,wtórny,Bielany,1,6.1392051712,9133.3333333
55,Nie,3,480 000,BLOK,wtórny,Bemowo,0,6.4101375065,8727.2727273
48,Nie,2,360 000,BLOK,wtórny,Białołęka,,8.3660775679,7500
45,Unknown,2,494 000,BLOK,wtórny,Mokotów,4,4.9759136847,10977.777778
48,Nie,2,415 755,BLOK,pierwotny,Wilanów,2,7.5054237609,8661.5666667
49,Nie,2,422 887,BLOK,pierwotny,Wilanów,1,7.5030873771,8630.3469388
106,Unknown,4,898 000,BLOK,wtórny,Mokotów,4,4.4708824897,8471.6981132
92,Tak,3,1 450 000,APARTAMENTOWIEC,wtórny,Śródmieście,3,3.1288920934,15760.869565
56,Nie,3,569 000,BLOK,wtórny,Wola,3,4.5368688922,10160.714286
80,Nie,3,1 124 000,APARTAMENTOWIEC,pierwotny,Wola,10,3.1802628346,14050
33,Nie,1,385 000,APARTAMENTOWIEC,wtórny,Mokotów,3,5.035733082,11666.666667
85,Tak,3,650 000,APARTAMENTOWIEC,wtórny,Białołęka,2,10.139311248,7647.0588235
48,Tak,3,440 000,OTHER,wtórny,Wola,1,4.0021293799,9166.6666667
37,Unknown,2,375 000,BLOK,wtórny,Ochota,1,3.8574646057,10135.135135
56,Tak,2,599 000,APARTAMENTOWIEC,wtórny,Mokotów,0,4.8133121884,10696.428571
27,Unknown,1,280 000,BLOK,wtórny,Bielany,7,7.1900312176,10370.37037
50,Tak,3,648 000,BLOK,wtórny,Śródmieście,9,0.9522996409,12960
52,Unknown,3,899 000,KAMIENICA,wtórny,Śródmieście,3,0.840290666,17288.461538
51,Nie,2,537 000,APARTAMENTOWIEC,pierwotny,Śródmieście,10,0.479746256,10529.411765
63,Tak,4,599 777,BLOK,wtórny,Praga_Północ,10,3.5196502909,9520.2698413
60,Unknown,3,549 000,BLOK,wtórny,Bielany,2,7.9442546321,9150
41,Nie,2,335 000,APARTAMENTOWIEC,pierwotny,Ursus,2,8.9980627798,8170.7317073
44,Tak,2,650 000,BLOK,wtórny,Śródmieście,6,1.0203187983,14772.727273
58,Nie,3,438 000,APARTAMENTOWIEC,pierwotny,Ursus,2,8.9980627798,7551.7241379
39,Unknown,2,448 000,BLOK,wtórny,Wola,8,3.1548868922,11487.179487
59,Tak,3,479 000,APARTAMENTOWIEC,wtórny,Białołęka,0,12.171442412,8118.6440678
130,Tak,4,1 949 000,APARTAMENTOWIEC,wtórny,Wilanów,1,14.170011442,14992.307692
24,Tak,1,320 000,OTHER,wtórny,Ochota,1,3.7330131018,13333.333333
46,Tak,3,380 000,BLOK,wtórny,Ursus,4,9.9130868183,8260.8695652
55,Unknown,2,650 000,APARTAMENTOWIEC,wtórny,Wola,6,3.9078200419,11818.181818
37,Nie,2,418 000,BLOK,wtórny,Żoliborz,9,3.6331486485,11297.297297
83,Tak,3,814 125,BLOK,wtórny,Bemowo,1,7.2322340929,9808.7349398
47,Tak,3,629 000,BLOK,wtórny,Żoliborz,11,3.0051987068,13382.978723
70,Tak,3,815 000,BLOK,wtórny,Bemowo,2,5.9031852066,11642.857143
44,Unknown,2,525 000,BLOK,wtórny,Wola,6,2.2507540954,11931.818182
70,Tak,3,495 000,BLOK,wtórny,Białołęka,1,10.139311248,7071.4285714
54,Unknown,2,550 000,KAMIENICA,wtórny,Mokotów,0,4.4155456666,10185.185185
45,Unknown,2,440 000,BLOK,wtórny,Mokotów,2,4.2103849704,9777.7777778
37,Tak,1,390 000,BLOK,wtórny,Praga_Północ,1,4.2099298744,10540.540541
17,Tak,1,329 990,BLOK,wtórny,Ochota,0,1.5666123587,19411.176471
69,Nie,3,935 000,OTHER,wtórny,Wola,2,0.5043869859,13550.724638
64,Tak,3,499 000,BLOK,wtórny,Białołęka,0,12.046887154,7796.875
35,Tak,2,419 900,KAMIENICA,wtórny,Praga_Południe,3,5.9090690192,11997.142857
35,Nie,2,318 600,APARTAMENTOWIEC,pierwotny,Wilanów,2,9.9738531128,9102.8571429
41,Nie,2,370 661,APARTAMENTOWIEC,pierwotny,Wilanów,0,11.398479374,9040.5121951
41,Nie,2,370 661,APARTAMENTOWIEC,pierwotny,Wilanów,1,11.398479374,9040.5121951
49,Tak,2,648 000,KAMIENICA,wtórny,Mokotów,0,0.5043869859,13224.489796
97,Nie,4,1 450 000,APARTAMENTOWIEC,wtórny,Mokotów,5,5.2467955308,14948.453608
18,Tak,1,282 500,BLOK,wtórny,Ochota,1,3.5416362203,15694.444444
62,Tak,4,590 000,BLOK,wtórny,,8,1.7643588306,9516.1290323
57,Tak,4,529 000,OTHER,wtórny,,,0.5043869859,9280.7017544
43,Nie,2,261 118,APARTAMENTOWIEC,pierwotny,Białołęka,2,11.70120641,6072.5116279
60,Nie,3,420 000,BLOK,wtórny,Bemowo,7,5.8374836542,7000
84,Nie,4,670 000,BLOK,pierwotny,Praga_Południe,3,5.8306050463,7976.1904762
59,Nie,3,484 183,APARTAMENTOWIEC,pierwotny,Praga_Południe,1,5.6806751345,8206.4915254
31,Unknown,1,375 000,OTHER,wtórny,Ursynów,1,8.8881071829,12096.774194
36,Nie,1,370 000,KAMIENICA,wtórny,Praga_Południe,1,5.5588817133,10277.777778
50,Tak,2,559 000,OTHER,wtórny,Praga_Północ,1,4.3959638201,11180
32,Nie,2,319 000,APARTAMENTOWIEC,pierwotny,Bemowo,5,8.4518964333,9968.75
91,Unknown,4,1 160 000,KAMIENICA,wtórny,Śródmieście,5,0.479746256,12747.252747
38,Nie,1,370 000,BLOK,wtórny,Ochota,11,3.5416362203,9736.8421053
51,Tak,2,490 000,BLOK,wtórny,Mokotów,1,6.3925084271,9607.8431373
78,Nie,4,465 000,APARTAMENTOWIEC,pierwotny,Białołęka,0,11.724234571,5961.5384615
48,Tak,2,619 000,BLOK,wtórny,Ursynów,6,10.867467741,12895.833333
48,Nie,2,402 721,APARTAMENTOWIEC,pierwotny,Praga_Południe,0,5.6806751345,8390.0208333
52,Tak,3,468 000,KAMIENICA,wtórny,Ochota,6,1.9439274354,9000
49,Nie,3,419 000,BLOK,wtórny,Wola,1,4.9666941103,8551.0204082
64,Nie,4,553 200,OTHER,pierwotny,Praga_Południe,2,8.3830117489,8643.75
58,Tak,3,945 000,BLOK,pierwotny,Praga_Południe,3,3.8577210483,16293.103448
60,Tak,2,1 250 000,APARTAMENTOWIEC,wtórny,Śródmieście,2,1.5647358469,20833.333333
61,Nie,3,449 000,BLOK,wtórny,Praga_Południe,2,6.1410620048,7360.6557377
51,Tak,2,350 000,BLOK,wtórny,Ursus,0,9.7594854989,6862.745098
44,Nie,2,479 000,APARTAMENTOWIEC,pierwotny,Wola,5,4.5734626679,10886.363636
42,Tak,2,550 000,BLOK,wtórny,Mokotów,0,4.1799880262,13095.238095
53,Unknown,2,460 000,OTHER,wtórny,Wola,2,4.1560501574,8679.245283
90,Tak,4,810 000,BLOK,wtórny,Praga_Południe,2,3.6081335207,9000
48,Nie,3,399 000,KAMIENICA,wtórny,Praga_Południe,0,6.9083357291,8312.5
37,Tak,2,520 000,BLOK,pierwotny,Śródmieście,8,2.3711249923,14054.054054
60,Tak,2,820 000,APARTAMENTOWIEC,wtórny,Wola,11,0.9470906163,13666.666667
56,Tak,5,570 000,BLOK,wtórny,Mokotów,10,4.0865626948,10178.571429
35,Tak,2,525 000,KAMIENICA,wtórny,Ochota,3,2.7422218613,15000
42,Tak,3,465 000,BLOK,wtórny,Mokotów,3,6.9746363945,11071.428571
61,Unknown,3,790 000,KAMIENICA,wtórny,Ochota,3,2.3590398272,12950.819672
50,Unknown,2,559 000,APARTAMENTOWIEC,wtórny,Wola,6,4.5913278513,11180
70,Tak,3,840 000,BLOK,wtórny,Mokotów,5,6.8114066575,12000
44,Unknown,2,380 000,BLOK,wtórny,Bielany,1,5.5625156732,8636.3636364
42,Nie,2,365 000,BLOK,wtórny,Bielany,4,5.4155970325,8690.4761905
75,Nie,3,865 000,BLOK,wtórny,Wola,5,1.5145024263,11533.333333
66,Unknown,3,742 590,BLOK,wtórny,Wola,0,5.0944712006,11251.363636
46,Tak,3,459 000,BLOK,wtórny,Śródmieście,8,2.4676681963,9978.2608696
52,Nie,3,372 000,BLOK,pierwotny,Białołęka,3,12.87927435,7153.8461538
45,Nie,2,361 880,APARTAMENTOWIEC,pierwotny,Wawer,1,9.1450307688,8041.7777778
50,Unknown,3,386 000,KAMIENICA,wtórny,Praga_Południe,4,5.9496304546,7720
25,Nie,1,255 000,BLOK,wtórny,Praga_Północ,9,3.8765616473,10200
46,Nie,2,295 000,BLOK,pierwotny,Białołęka,3,12.919281335,6413.0434783
29,Nie,2,229 000,BLOK,pierwotny,Białołęka,3,12.88913692,7896.5517241
77,Tak,3,649 000,BLOK,wtórny,Bielany,3,5.0664766482,8428.5714286
45,Unknown,3,439 000,BLOK,wtórny,Bielany,0,5.9652987006,9755.5555556
51,Nie,2,394 000,BLOK,wtórny,Białołęka,8,9.575386134,7725.4901961
39,Nie,2,465 000,BLOK,wtórny,Śródmieście,6,0.6981343245,11923.076923
47,Tak,3,489 000,BLOK,wtórny,Ochota,4,3.7129515275,10404.255319
49,Nie,2,499 000,BLOK,wtórny,Śródmieście,0,2.1671662898,10183.673469
29,Unknown,2,398 655,BLOK,wtórny,Praga_Północ,5,2.8619824083,13746.724138
50,Unknown,2,545 000,OTHER,wtórny,Ursynów,2,11.113149241,10900
60,Tak,2,791 310,BLOK,wtórny,Ursynów,1,12.406777336,13188.5
25,Tak,1,320 000,BLOK,wtórny,Ochota,4,3.4451759109,12800
36,Nie,2,370 000,KAMIENICA,wtórny,Praga_Południe,7,4.4901091238,10277.777778
41,Tak,2,389 000,BLOK,wtórny,Białołęka,0,11.416129147,9487.804878
